SampleID,Short Description,Biomass.Type,Class,Subclass,State,Location.Notes,LinkRef,Source,Full Description,Notes,Field11,Field12,Mod_By,Last_Mod,Moist ar,Moist ad,Ash ar,Ash ad,Ash db,VM ar,VM ad,VM db,VM daf,FC ar,FC ad,FC db,FC daf,CV MJ/kg ar,CV MJ/kg ad,CV MJ/kg db,CV MJ/kg daf,CV kcal/kg ar,CV kcal/kg ad,CV kcal/kg db,CV kcal/kg daf,C ar,C ad,C db,C daf,H ar,H ad,H db,H daf,N ar,N ad,N db,N daf,S ar,S ad,S db,S daf,O ar,O ad,O db,O daf,Cl mg/kg ar,Cl mg/kg ad,Cl mg/kg db,Cl mg/kg daf,Analysis.Note.1,Na2O,MgO,Al2O3,SiO2,P2O5,K2O3,CaO,TiO2,Mn3O4,Fe2O3,Other,FileNameRef,Extension,Data Sources,SSC_NAME16,STE_NAME16,Longitude,Latitude
29,Blue Gum Stemwood,Forestry,Stem,Hardwood (Eucalyptus),VIC,Shepparton,39,B76,Eucalyptus Globulus (blue gum) stemwood. Sample was a 3 yr growth in a short rotation crop (SRC) effluent irrigated trial in Shepparton Vic,"Sample sent by Tom Baker, Centre for Forest Tree Technology. Tom has been doing trials at shpperton for at least 9 years, was helpful in providing samples. This sample is the bark from short rotation crops (SRC) trial in Shepparton. Harvested Sep 2002.",Eucalypt,stemwood,SSH,8/09/2020,31.7,6.9,0.6,0.8,0.9,57.7,78.7,84.5,85.3,10,13.6,14.6,14.7,13.03,17.76,19.08,19.24,3112,4242,4558,4596,33.7,46,49.4,49.8,4.05,5.52,5.93,5.98,0.14,0.19,0.2,0.21,0.07,0.1,0.11,0.11,29.74,40.49,43.46,43.9,132,180,193.34,195.1,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",7.4,5,1.06,2.97,4.3,20.5,10.9,0.94,0.16,5.3,41.47,516,JPG,,Shepparton,Victoria,145.3977618,-36.3723079
30,Camphor Laurel Chips,Industrial Processing,Timber industry,Woodchips (Hardwood),NSW,Wardell,40,B77,Camphor Laurel Chips,Received ~2kg on 4th Nov 2002 from Robin Heathcote from NSW state forests. Sample was stockpiled for 10-12 months before sending off.  Rob says they are doing more trials dec 2002 from where further (fresh) chips would be available. NSW North coast (Wardell area) Harvested spring 2001,camphor_laurel,chips,SSH,8/09/2020,21.2,8.4,0.7,0.8,0.9,67.1,78,85.2,85.9,11,12.8,13.9,14.1,15.42,17.93,19.57,19.75,3684,4282,4674,4718,39.5,45.9,50.1,50.6,4.72,4.49,5.99,6.05,0.09,0.11,0.12,0.12,0.01,0.01,0.01,0.01,33.8,40.29,42.88,43.22,120,140,152.84,154.23,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",0.97,11.3,2.46,20.6,1.48,12.4,14.6,0.5,0.31,4.7,30.68,525,JPG,,Wardell,New South Wales,153.4499355,-28.95409454
31,"Orange Wattle, sticks/branches",Forestry,Branch,Hardwood (Acacia saligna),WA,Muchea,41,B78,"Acacia Saligna (Orange Wattle), small sticks / branches, pre-dried at 60C",Received >3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received late dec 2002.,Wattle,twigs,SSH,8/09/2020,12.2,7,1.4,1.5,1.6,70.8,75,80.6,82,15.6,16.5,17.8,18,16.68,17.67,19,19.31,3984,4220,4538,4612,43,45.5,48.9,49.7,5.13,5.43,5.84,5.93,0.51,0.54,0.58,0.59,0.07,0.08,0.08,0.08,37.7,39.95,43,43.7,1747,1850,1989.25,2021.59,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",0.7,12.1,0.3,0.4,3.9,22.7,26.6,0.01,0.03,0.16,33.1,534,JPG,,Muchea,Western Australia,115.9279348,-31.55747342
32,"Orange Wattle, debarked wood",Forestry,Stem,Hardwood (Acacia saligna),WA,Muchea,42,B79,"Acacia Saligna (Orange Wattle), debarked wood, pre-dried at 60C",Received >3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received late dec 2002.,Wattle,stemwood,SSH,8/09/2020,10.1,6.6,0.7,0.7,0.7,76.6,79.6,85.2,85.9,12.6,13.1,14.1,14.1,16.93,17.59,18.83,18.98,4044,4202,4498,4534,44.3,46,49.3,49.6,5.32,5.53,5.92,5.97,0.14,0.15,0.16,0.16,0.06,0.06,0.07,0.07,39.4,41,43.85,44.2,635,660,706.64,711.62,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",4.1,6.9,0.9,1.8,1.9,22.3,25.2,0.02,0.03,0.95,35.9,543,JPG,,Muchea,Western Australia,115.9279348,-31.55747342
33,"Orange Wattle, bark",Forestry,Bark,Hardwood (Acacia saligna),WA,Muchea,43,B80,"Acacia Saligna (Orange Wattle) bark, pre-dried at 60C",Received >3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received late dec 2002.,Wattle,bark,SSH,8/09/2020,10.1,9.2,3,3,3.3,65.8,66.5,73.2,75.7,21.1,21.3,23.5,24.3,17.12,17.29,19.04,19.69,4090,4130,4548,4702,45,45.5,50.1,51.8,4.89,4.94,5.44,5.63,0.67,0.68,0.75,0.77,0.21,0.21,0.23,0.24,36.1,36.5,40.18,41.56,1871,1890,2081.5,2152.53,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",1.1,5.7,0.34,1.1,0.9,7,42,0.02,0.01,0.21,41.62,552,JPG,,Muchea,Western Australia,115.9279348,-31.55747342
34,"Orange Wattle, leaves/twigs",Forestry,Leaf/twig,Hardwood (Acacia saligna),WA,Muchea,44,B81,"Acacia Saligna (Orange Wattle), leaves/twigs, pre-dried at 60C",Received >3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received late dec 2002.,Wattle,leaves,SSH,8/09/2020,11.4,8.9,5.4,5.6,6.1,65.6,67.5,74.1,78.9,17.6,18,19.8,21.1,17.27,17.76,19.5,20.77,4124,4242,4658,4960,43.7,44.9,49.3,52.5,5.09,5.23,5.74,6.12,2.23,2.29,2.51,2.68,0.48,0.49,0.54,0.58,31.7,32.59,35.81,38.12,6030,6200,6805.71,7247.83,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",0.9,8.1,0.3,3.3,4,13.1,32,0.02,0.06,0.2,38.02,561,JPG,,Muchea,Western Australia,115.9279348,-31.55747342
36,Bagasse,Industrial Processing,Sugar industry,Bagasse,NSW,North East NSW,46,From litterature,Bagasse,Sample analysis information taken from the IEA task 32 biomass database.,sugar_cane,other,SSH,8/09/2020,,,,,5.8,,,79,83.9,,,15.2,16.1,,,19.34,20.53,,,4619,4904,,,45.3,48.1,,,5.4,5.73,,,0.3,0.32,,,0.1,0.11,,,43.1,45.74,,,,,Sample analysis information taken from the IEA task 32 biomass database. See http://www.ieabioenergy-task32.com/database/biomass.php for details.,,,,,,,,,,,,#N/A,,,New South Wales,New South Wales,,
37,Sugar cane trash,Agricultural,Crop farming,Sugar cane trash,NSW,North East NSW,47,From litterature,Sugar cane trash,Sample information taken from the IEA task 32 biomass database.,sugar_cane,other,SSH,8/09/2020,,,,,9.6,,,82,90.7,,,8.4,9.3,,,17.99,19.9,,,4296,4753,,,42.9,47.5,,,5.5,6.08,,,0.6,0.66,,,0.1,0.11,,,41.3,45.65,,,,,Sample information taken from the IEA task 32 biomass database. See http://www.ieabioenergy-task32.com/database/biomass.php for details.,,,,,,,,,,,,#N/A,,,New South Wales,New South Wales,,
38,Green waste,Urban Waste,Green waste,Raw Green waste,NSW,NSW,48,From litterature,Green waste (details of sampling not known),Sample information taken from the IEA task 32 biomass database.,other,other,SSH,8/09/2020,,,,,2.9,,,78,80.3,,,19.1,19.7,,,20.32,20.92,,,4853,4998,,,47,48.4,,,5.6,5.77,,,0.3,0.31,,,0.1,0.1,,,44.1,45.42,,,,,Sample information taken from the IEA task 32 biomass database. See http://www.ieabioenergy-task32.com/database/biomass.php for details.,,,,,,,,,,,,#N/A,,,New South Wales,New South Wales,,
39,Camphor laurel chips,Industrial Processing,Timber industry,Woodchips (Softwood),NSW,North East NSW,49,From litterature,Camphor laurel wood chips,Sample information taken from the IEA task 32 biomass database.,camphor_laurel,chips,SSH,8/09/2020,,,,,0.8,,,85,85.7,,,14.2,14.3,,,19.95,20.11,,,4766,4805,,,50.3,50.7,,,6.1,6.15,,,0.1,0.1,,,0.2,0.2,,,42.5,42.85,,,,,Sample information taken from the IEA task 32 biomass database. See http://www.ieabioenergy-task32.com/database/biomass.php for details.,,,,,,,,,,,,#N/A,,,New South Wales,New South Wales,,
40,Radiata pine sawdust,Industrial Processing,Timber industry,Sawdust (Softwood),NSW,Central west NSW,50,From litterature,Radiata pine sawdust,Sample information taken from the IEA task 32 biomass database.,pine,sawdust,SSH,8/09/2020,,,,,0.6,,,85,85.5,,,14.4,14.5,,,19.52,19.64,,,4662,4690,,,49,49.3,,,5.9,5.94,,,0.3,0.3,,,0.1,0.1,,,44.1,44.36,,,,,Sample information taken from the IEA task 32 biomass database. See http://www.ieabioenergy-task32.com/database/biomass.php for details.,,,,,,,,,,,,#N/A,,,New South Wales,New South Wales,,
41,Eucalyptus sawdust,Industrial Processing,Timber industry,Sawdust (Hardwood),NSW,North East NSW,51,From litterature,Eucalyptus sawdust (gum species not known) Hardwood,Sample information taken from the IEA task 32 biomass database.,Eucalypt,sawdust,SSH,8/09/2020,,,,,4.3,,,80,83.6,,,15.7,16.4,,,19.02,19.88,,,4545,4749,,,48.2,50.4,,,5.3,5.54,,,0,0,,,0,0,,,42.2,44.06,,,,,Sample information taken from the IEA task 32 biomass database. See http://www.ieabioenergy-task32.com/database/biomass.php for details. Note that both N and S were below analysis detection limit.,,,,,,,,,,,,#N/A,,,New South Wales,New South Wales,,
44,Cotton gin trash,Industrial Processing,Cotton Industry,Cotton gin trash,NSW,Narrabri,54,Provided by private industry (BEST),Cotton gin trash,"Narrabri, Oct/Nov 2001. 3 analysis reports of cotton gin trash were provided by Biomass Energy Services and Technology in Gosford.",cotton,other,SSH,8/09/2020,16.8,7.8,6.5,7.2,7.8,64.1,71.1,77.1,83.6,12.6,14,15.1,16.4,13.81,16.6,18.02,19.47,3297,3963,4304,4649,38,41.6,45.7,48.9,5.02,4.49,6.03,6.45,1.28,1.4,1.54,1.65,0.15,0.17,0.18,0.2,32.2,37.34,38.75,42.8,,,,,"Average of 3 sample analyses. Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. The following ASTM standards were also used: E871, E1755, E872.",,,,,,,,,,,,2010,JPG,,Narrabri,New South Wales,149.7709993,-30.21985604
45,Cotton gin trash,Industrial Processing,Cotton Industry,Cotton gin trash,NSW,Moree,55,Provided by private industry (BEST),Cotton gin trash,"Moree, Late 1996 - early 1997. 9 analysis reports of cotton gin trash were provided by Biomass Energy Services and Technology in Gosford.",cotton,other,SSH,8/09/2020,,9.6,,10,11,,61.9,68.5,77,,18.5,20.5,23,,14.67,16.17,19.01,,3504,3863,4540,,39.5,43.8,49.3,,4.58,5.07,5.72,,1.48,1.62,1.84,,0.17,0.19,0.21,,34.67,38.32,42.93,,,,,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7.Average data based on 9 analysis reports.",0.85,4.4,9.7,41.5,5.3,14.3,15.1,0.48,0.09,3.7,4.58,2010,JPG,,Moree,New South Wales,149.817368,-29.32557846
46,Cotton stalks,Agricultural,Crop farming,Cotton stalks,NSW,Moree,56,provided by private industry (BEST),Cotton stalks,"Moree, early 1996. Analysis report of cotton stalks were provided by Biomass Energy Services and Technology in Gosford.",cotton,other,SSH,8/09/2020,,10,,5.5,6.1,,,,,,,,,,15.9,17.7,18.85,,3802,4228,4502,,,,,,,,,,,,,,,,,,,,,,,,,"Analysed in accordance with Australian Standard Methods AS1038.3, AS1038.5.2, AS1038.6.3.3, AS1038.15.",2.1,4.7,10.4,48.9,2.8,12,10.8,0.65,0.09,4.5,3.06,#N/A,JPG,,Moree,New South Wales,149.817368,-29.32557846
47,Minosa pigra (mature),Industrial Processing,Timber industry,Residues (Mimosa pigra),NT,Adelaide River Floodplain,57,provided by private industry (BEST),Minosa pigra (mature),"Adelaide River Floodplain, Feb 1998. Analysis report of mimosa pigra was provided by Biomass Energy Services and Technology in Gosford.",mimosa_pigra,other,SSH,8/09/2020,,8.3,,2.2,2.4,,72.3,78.8,80.3,,17.2,18.8,19.2,,17.65,19.25,19.72,,4216,4598,4710,,,,,,,,,,,,,,,,,,,,,,,,,"Analysed in accordance with Australian Standard Methods AS1038.3, AS1038.5.2, AS4264.1.",,,,,,,,,,,,#N/A,,,,Northern Territory,131.1036,-13.2361
48,Minosa pigra (immature),Industrial Processing,Timber industry,Residues (Mimosa pigra),NT,Adelaide River Floodplain,58,provided by private industry (BEST),Minosa pigra (immature),"Adelaide River Floodplain, Feb 1998. Analysis report of mimosa pigra was provided by Biomass Energy Services and Technology in Gosford.",mimosa_pigra,other,SSH,8/09/2020,,8.4,,3.7,4,,69.9,76.3,79.5,,18,19.7,20.5,,17.76,19.39,20.2,,4242,4630,4826,,,,,,,,,,,,,,,,,,,,,,,,,"Analysed in accordance with Australian Standard Methods AS1038.3, AS1038.5.2, AS4264.1.",,,,,,,,,,,,#N/A,,,,Northern Territory,131.1036,-13.2361
49,Green waste,Urban Waste,Green waste,Raw Green waste,NSW,Kembla Grange,59,provided by private industry (BEST),Green waste (sampling details not available),Analysis report was provided by Biomass Energy Services and Technology in Gosford. BEST obtained sample from EDL. Sample from Whytes Gully. Late 1998,other,other,SSH,8/09/2020,,5.9,,29.1,30.9,,50.7,53.9,78,,14.3,15.2,22,,,,,,,,,,32.4,34.4,49.8,,3.5,3.7,5.38,,0.58,0.6,0.89,,0.08,0.09,0.13,,28.4,30.31,43.8,,,,,"Analysed in accordance with Australian Standard Methods AS1038.3, AS1038.6.1, AS1038.6.2, AS1038.6.3.2, AS1038.15 and AS4264.1.",0.99,1.3,7.6,78.1,0.62,2.3,3.6,0.56,0.06,4.8,0.07,#N/A,,,,New South Wales,150.7992,-34.4638
50,Chicken manure,Agricultural,Animal farming,Chicken manure,NSW,Gosford,60,provided by private industry (BEST),Chicken manure,"Samples made available by Biomass Energy Services and Technology in Gosford, NSW. Central coast region. Analysed in 1997.",other,other,SSH,8/09/2020,,9,,18.8,20.5,,,,,,,,,,,,,,,,,,28.3,31.1,,,3.22,3.54,,,3.54,3.89,,,0.27,0.3,0.38,,36.86266055,40.67,,,,,,"Analysed in accordance with Australian standards AS1038.3, AS1038.6.3.3, AS1038.6.1, AS1038.6.2 and AS4264.1.",,,,,,,,,,,,#N/A,,,Gosford,New South Wales,151.3416153,-33.42225727
51,Municipal solid waste,Urban waste,MSW,MSW (Whole),NSW,NSW,61,provided by private industry (BEST),"Municipal solid waste, mainly sorted recyclables but still containing glass",Sample report from CCI made available by Biomass Energy Services & Technology Pty Ltd in Gosford. Origin not known. Analysed in late 1998.,other,other,SSH,8/09/2020,,4.3,,31.7,33.1,,54,56.4,84.4,,10,10.4,15.6,,,,,,,,,,37.2,38.9,58.1,,5.03,5.26,7.86,,0.67,0.7,1.05,,0.08,0.08,0.12,,21,21.96,32.87,,,,,"Analysed in accordance with Australian Standard Methods AS1038.3, AS1038.6.1, AS1038.6.2, AS1038.6.3.2, AS1038.15 and AS4264.1.",1.4,0.82,11,72.5,1.1,1.3,5.6,1.1,0.03,4.8,0.35,#N/A,,"Addistional analyses:
Ash analysis by ASTM methods (600Â°C):
Ash : 19.8 wt.% a.r.
Ash : 20.7 wt.% a.d.
Ash : 22.6 wt.% d.b.

Potassium analysis on sample: 
K : 0.35 wt% a.r.<br>

K : 0.36 wt% a.d.<br>

K : 0.39 wt% d.b.",,,,
52,Rice hulls,Industrial Processing,Rice industry,Rice hulls,NSW,Deniliquin,62,Provided by private industry (BEST),Rice hulls,Sample made available by Biomass Energy Services and Technology Pty Ltd. Analysed in late 2000.,rice,other,SSH,8/09/2020,11,8.3,19.8,20.4,22.2,,,,,,,,,13.56,13.97,15.23,19.59,3238,3336,3638,4678,34.4,35.4,38.6,49.6,4.21,4.34,4.73,6.09,0.17,0.18,0.2,0.25,0.03,0.03,0.03,0.04,30.4,31.35,34.24,44.02,600,618.2,674.16,866.53,"Analysed in accordance with Australian standard methods. 
",0.29,0.25,0.32,93.8,0.35,2.4,0.57,0.01,0.26,1.7,0.05,#N/A,,,Deniliquin,New South Wales,144.850579,-35.55444586
54,Coffee grounds,Industrial Processing,Other,Coffee grounds,NSW,NSW,64,from a CSIRO analysis,Coffee grounds,Information obtained from CSIRO analysis to gasify cotton grounds and other wastes (wood chips and coffee ground etc.).,other,other,SSH,8/09/2020,60,,0.4,,1.1,28,,70,70.8,11.6,,28.9,29.2,10.36,,25.9,,2474,,6186,,23.1,,57.8,58.4,3,,7.6,7.7,0.7,,1.7,1.72,0.04,,0.1,0.1,12.76,,31.7,32.08,,,,,Data made available by a private industry stakeholder who wishes to remain anonymous.,,,,,,,,,,,,#N/A,,,New South Wales,New South Wales,,
55,Oil mallee residues,Forestry,Mixed,Hardwood (Eucalyptus),WA,Woodanilling,65,B82,"Eucalyptus horistes (oil mallee, ALTRIG species) residues. Age ~ 11 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Woodanilling. Harvested Dec 2002,Eucalypt,other,SSH,8/09/2020,10,8,1,1,1,73,75,81,82,16,16,18,18,18,18,20,20,4306,4395,4785,4850,44,44,49,50,5,5,5,6,0,0,0,0,0,0,0,0,40,42,45,44,,,,,"Analysis values calculated as an average of the sample components (ID#76,77,78).",,,,,,,,,,,,750,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6215",Woodanilling,Western Australia,117.4605272,-33.5703198
56,Sugar gum residues,Forestry,Mixed,Hardwood (Eucalyptus),WA,Dinninup,66,B83,"Eucalyptus cladocalyx (sugar gum, ALTRIG species) residues. Age ~ 13 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Dinninup. Harvested Dec 2002,Eucalypt,other,SSH,8/09/2020,10,8,1,1,2,73,75,80,82,16,16,18,18,17,17,19,20,4233,4297,4699,4797,44,45,49,50,5,5,6,6,0,0,0,0,0,0,0,0,40,41,43,44,,,,,"Analysis values calculated as an average of the sample components (ID#79,80,81).",,,,,,,,,,,,759,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6216",Dinninup,Western Australia,116.51376,-33.74194976
57,Blue mallee residues,Forestry,Mixed,Hardwood (Eucalyptus),WA,Woodanilling,67,B84,"Eucalytus polybractea (blue mallee, ALTRIG species) residues. Age ~ 11 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Woodanilling. Harvested Dec 2002,Eucalypt,other,SSH,8/09/2020,9.5,8,2.2,2.2,2.4,71.1,72.3,78.6,80.5,17.2,17.5,19,19.5,17.84,18.14,19.72,20.2,4262,4332,4710,4824,44.1,44.8,48.7,49.9,5.27,5.36,5.83,5.97,0.29,0.29,0.32,0.32,0.05,0.05,0.05,0.05,38.6,39.3,42.7,43.76,2066,2100,2283,2339.14,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",8.9,7.2,0.61,1.31,2.2,8.6,31.2,0.03,0.27,0.28,39.4,768,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6217",Woodanilling,Western Australia,117.4605272,-33.5703198
58,River red gum residues,Forestry,Mixed,Hardwood (Eucalyptus),WA,Dinninup,68,B85,"Eucalyptus camaldelensis (river red gum, ALTRIG species) residues. Age ~ 12 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Dinninup. Harvested Dec 2002.,Eucalypt,other,SSH,8/09/2020,9.6,8.6,2.2,2.2,2.4,70.2,71,77.7,79.6,18,18.2,19.9,20.4,17.55,17.74,19.41,19.89,4192,4238,4636,4750,44.7,45.2,49.5,50.7,5.26,5.32,5.82,5.96,0.35,0.35,0.38,0.39,0.04,0.04,0.05,0.05,37.8,38.3,41.85,42.9,2572,2600,2845,2914.96,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",2.59,14.3,0.3,0.82,4.5,11.1,29.9,0.01,2.53,0.48,33.47,777,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6218",Dinninup,Western Australia,116.51376,-33.74194976
59,Spotted gum residues,Forestry,Mixed,Hardwood (Corymbia),WA,Dinninup,69,B86,"Corymbia Macaluata (spotted gum, ALTRIG speces) residues. Age ~ 13 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Dinninup. Harvested Dec 2002,Eucalypt,other,SSH,8/09/2020,10.1,8.4,2,2,2.2,71.5,72.9,79.6,81.4,16.4,16.7,18.2,18.6,17.13,17.45,19.05,19.48,4092,4168,4550,4652,43.8,44.6,48.7,49.8,5.24,5.34,5.83,5.96,0.28,0.29,0.32,0.32,0.04,0.04,0.04,0.04,38.5,39.3,42.91,43.88,3141,3200,3493,3571.57,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",7.6,12.8,0.56,1.66,4.9,7.3,30,0.02,0.78,0.95,33.43,786,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6219",Dinninup,Western Australia,116.51376,-33.74194976
60,Saltbush,Forestry,Leaf/twig,Saltbush,WA,Woodanilling,70,B87,Atriplex sp. (saltbush). Approximately 1:1 ratio between leaves and twigs. Age ~ 5 years.,Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Woodanilling. Harvested Dec 2002.,saltbush,other,SSH,8/09/2020,10.2,7.6,9.7,10,10.8,63.2,65,70.3,78.9,16.9,17.4,18.9,21.1,15.12,15.56,16.84,18.88,3612,3716,4022,4510,38,39.1,42.3,47.5,4.81,4.95,5.36,6.01,1.06,1.09,1.18,1.32,0.24,0.25,0.27,0.3,35.99,37.01,40.09,44.87,49600,51000,55200,61883.41,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",31,7.3,0.13,0.8,2.8,8.3,5.3,0.01,0.08,0.25,44.03,795,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6219",Woodanilling,Western Australia,117.4605272,-33.5703198
61,Swamp (flat topped) yate residues,Forestry,Mixed,Hardwood (Eucalyptus),WA,Dinninup,71,B88,"Eucalyptus occidentalis (flat topped yate / swamp yate, ALTRIG species) residues. Age ~ 13 years. Sample is a 1:1:1 mixture (by dry weight) of leaf/twig, bark and wood, respectively",Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Farm at Dinninup. Harvested Dec 2002.,Eucalypt,any,SSH,8/09/2020,12.7,9,1.7,1.8,2,67.7,70.6,77.6,79.1,17.9,18.6,20.4,20.9,16.63,17.33,19.04,19.43,3972,4140,4548,4640,43.1,44.9,49.3,50.3,5.02,5.23,5.75,5.86,0.29,0.3,0.33,0.34,0.03,0.03,0.03,0.03,37.2,38.7,42.59,43.47,2878,3000,3297,3364.29,"Analysed in accordance with Australian Standard Methods AS1038.1, AS1038.3, AS1038.5, AS1038.6.3.3, AS1038.7. Total sulfur and chlorine in biomass were determined by ICP-AES. Biomass was combusted in the presence of Eschka's mixture and the residue dissolved in acid to obtain solutions suitable for analysis. The CSIRO procedures are NATA certified.",9.6,15.8,0.39,1.33,6.5,9,23.3,0.02,1.22,2.86,29.98,804,JPG,"Received ~3kg sample. Sample sent by Graeme Olson and Don Cooper (CALM) WA. Received mid feb 2003. Contact details: 
     golsen@iinet.net.au
     08 9530 4604 (phone and fax)
     Olsen & Vickery
     PO Box 357 Waroona
     Western Australia 6220",Dinninup,Western Australia,116.51376,-33.74194976
